pacSelector,kind,owner,principalId,lastChange,category,displayName,id
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:13.2307439Z,,Enforce recommended guardrails for Data Factory,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-DataFactory0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:14.6686971Z,,Enforce recommended guardrails for Event Grid,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-EventGrid0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:14.7174284Z,,Enforce recommended guardrails for Event Hub,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-EventHub0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:14.6918342Z,,Enforce recommended guardrails for Azure Key Vault,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-KeyVault
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:13.1385118Z,,Enforce recommended guardrails for Key Vault Supplementary,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-KeyVaultSup0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:13.2096219Z,,Enforce recommended guardrails for Machine Learning,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-MachLearn0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:13.3532531Z,,Enforce recommended guardrails for MySQL,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-MySQL0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:14.0026819Z,,Enforce recommended guardrails for Network and Networking services,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-Network0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:12.6836084Z,,Enforce recommended guardrails for OpenAI,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-OpenAI0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:17.680858Z,,Enforce recommended guardrails for PostgreSQL,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-PostgreSQL0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:12.5210254Z,,Enforce recommended guardrails for Service Bus,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-ServiceBus0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:13.4137887Z,,Enforce recommended guardrails for SQL,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-SQL0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:15.5574908Z,,Enforce recommended guardrails for Storage,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-Storage0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:14.1321681Z,,Enforce recommended guardrails for Synapse,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-Synapse0
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:15.555703Z,,Enforce recommended guardrails for Virtual Desktop,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-GR-VirtualDesk0
quick-start,Assignment(Policy-Builtin),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T13:29:12.2795166Z,,Subnets should be private,/providers/Microsoft.Management/managementGroups/mgmt-platform/providers/Microsoft.Authorization/policyAssignments/Enforce-Subnet-Private
quick-start,Assignment(PolicySet-Custom),unknown,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2026-03-20T14:40:02.695602Z,,Enforce ALZ Sandbox Guardrails,/providers/Microsoft.Management/managementGroups/mgmt-sandbox/providers/Microsoft.Authorization/policyAssignments/Enforce-ALZ-Sandbox
quick-start,Assignment(PolicySet-Builtin),dfcDefenderPlans,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2024-12-10T08:38:11.6457437Z,,ASC OpenSourceRelationalDatabasesProtection (subscription: 4e748b1d-2ad5-4917-a005-be49b1a7e3d5),/subscriptions/4e748b1d-2ad5-4917-a005-be49b1a7e3d5/providers/Microsoft.Authorization/policyAssignments/OpenSourceRelationalDatabasesProtectionSecurityCenter
quick-start,Assignment(PolicySet-Builtin),unknown,7b53325f-d756-439d-8380-a92756cfedea,2024-10-07T07:33:35.5973593Z,,ASC Default (subscription: 4e748b1d-2ad5-4917-a005-be49b1a7e3d5),/subscriptions/4e748b1d-2ad5-4917-a005-be49b1a7e3d5/providers/Microsoft.Authorization/policyAssignments/SecurityCenterBuiltIn
quick-start,Assignment(PolicySet-Builtin),unknown,3af3f8ec-74ad-4da0-ad58-f312eef9ad62,2026-03-20T14:04:54.8372828Z,,Defender for SQL Servers on Machines provisioning (subscription: 4e748b1d-2ad5-4917-a005-be49b1a7e3d5),/subscriptions/4e748b1d-2ad5-4917-a005-be49b1a7e3d5/providers/Microsoft.Authorization/policyAssignments/SqlVmAndArcSqlServersProtection
quick-start,Assignment(PolicySet-Builtin),dfcDefenderPlans,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2024-12-10T08:38:15.1135942Z,,ASC OpenSourceRelationalDatabasesProtection (subscription: b7a315f3-ff00-4f39-b2c1-adb79d693d66),/subscriptions/b7a315f3-ff00-4f39-b2c1-adb79d693d66/providers/Microsoft.Authorization/policyAssignments/OpenSourceRelationalDatabasesProtectionSecurityCenter
quick-start,Assignment(PolicySet-Builtin),unknown,7b53325f-d756-439d-8380-a92756cfedea,2024-10-07T07:33:38.5046617Z,,ASC Default (subscription: b7a315f3-ff00-4f39-b2c1-adb79d693d66),/subscriptions/b7a315f3-ff00-4f39-b2c1-adb79d693d66/providers/Microsoft.Authorization/policyAssignments/SecurityCenterBuiltIn
quick-start,Assignment(PolicySet-Builtin),unknown,3af3f8ec-74ad-4da0-ad58-f312eef9ad62,2026-03-20T11:24:26.1670787Z,,Defender for SQL Servers on Machines provisioning (subscription: b7a315f3-ff00-4f39-b2c1-adb79d693d66),/subscriptions/b7a315f3-ff00-4f39-b2c1-adb79d693d66/providers/Microsoft.Authorization/policyAssignments/SqlVmAndArcSqlServersProtection
quick-start,Assignment(Policy-Builtin),dfcDefenderPlans,1099baa2-9a3e-4497-9cd9-49fab8a12ad8,2025-04-09T05:21:53.2529759Z,,Defender for Containers provisioning AKS Security Profile,/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/Defender for Containers provisioning AKS Security Profile
quick-start,Assignment(Policy-Builtin),dfcDefenderPlans,1099baa2-9a3e-4497-9cd9-49fab8a12ad8,2025-04-09T05:21:53.2692745Z,,Defender for Containers provisioning ARC k8s Enabled,/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/Defender for Containers provisioning ARC k8s Enabled
quick-start,Assignment(Policy-Builtin),dfcDefenderPlans,1099baa2-9a3e-4497-9cd9-49fab8a12ad8,2025-04-09T05:21:53.2801148Z,,Defender for Containers provisioning Azure Policy Addon for Kub,/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/Defender for Containers provisioning Azure Policy Addon for Kub
quick-start,Assignment(Policy-Builtin),dfcDefenderPlans,1099baa2-9a3e-4497-9cd9-49fab8a12ad8,2025-04-09T05:21:53.1894741Z,,Defender for Containers provisioning Policy extension for Arc-e,/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/Defender for Containers provisioning Policy extension for Arc-e
quick-start,Assignment(PolicySet-Builtin),dfcDefenderPlans,f9aeddfb-e77c-4817-b2c4-8acc638f2971,2024-12-10T08:38:12.9599127Z,,ASC OpenSourceRelationalDatabasesProtection (subscription: e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a),/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/OpenSourceRelationalDatabasesProtectionSecurityCenter
quick-start,Assignment(PolicySet-Builtin),unknown,3af3f8ec-74ad-4da0-ad58-f312eef9ad62,2026-03-20T11:24:28.3996469Z,,Defender for SQL Servers on Machines provisioning (subscription: e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a),/subscriptions/e217cd2f-1a4f-44a8-b5ce-7ed01cb0dd4a/providers/Microsoft.Authorization/policyAssignments/SqlVmAndArcSqlServersProtection
quick-start,Exemption(Waiver),unknown,n/a,n/a,Waiver,2d3522cb-b8b3-4f1e-9311-000f54e5c96f - MCAPSGov Deploy and Modify Policies,/providers/microsoft.management/managementgroups/2d3522cb-b8b3-4f1e-9311-000f54e5c96f/providers/Microsoft.Authorization/policyExemptions/a8977f5e8ab94083885104b0
